                 <x>                   𝜇                  -𝜇
  3.297010349917e-05 -7.500000000000e+00  7.500000000000e+00
  3.298340624218e-05 -7.499750000000e+00  7.499750000000e+00
  3.299671435872e-05 -7.499500000000e+00  7.499500000000e+00
  3.301002785097e-05 -7.499250000000e+00  7.499250000000e+00
  3.302334672110e-05 -7.499000000000e+00  7.499000000000e+00
  3.303667097130e-05 -7.498750000000e+00  7.498750000000e+00
  3.305000060373e-05 -7.498500000000e+00  7.498500000000e+00
  3.306333562058e-05 -7.498250000000e+00  7.498250000000e+00
  3.307667602403e-05 -7.498000000000e+00  7.498000000000e+00
  3.309002181626e-05 -7.497750000000e+00  7.497750000000e+00
  3.310337299945e-05 -7.497500000000e+00  7.497500000000e+00
  3.311672957578e-05 -7.497250000000e+00  7.497250000000e+00
  3.313009154744e-05 -7.497000000000e+00  7.497000000000e+00
  3.314345891662e-05 -7.496750000000e+00  7.496750000000e+00
  3.315683168548e-05 -7.496500000000e+00  7.496500000000e+00
  3.317020985623e-05 -7.496250000000e+00  7.496250000000e+00
  3.318359343105e-05 -7.496000000000e+00  7.496000000000e+00
  3.319698241213e-05 -7.495750000000e+00  7.495750000000e+00
  3.321037680166e-05 -7.495500000000e+00  7.495500000000e+00
  3.322377660182e-05 -7.495250000000e+00  7.495250000000e+00
  3.323718181481e-05 -7.495000000000e+00  7.495000000000e+00
  3.325059244281e-05 -7.494750000000e+00  7.494750000000e+00
  3.326400848803e-05 -7.494500000000e+00  7.494500000000e+00
  3.327742995266e-05 -7.494250000000e+00  7.494250000000e+00
  3.329085683888e-05 -7.494000000000e+00  7.494000000000e+00
  3.330428914889e-05 -7.493750000000e+00  7.493750000000e+00
  3.331772688490e-05 -7.493500000000e+00  7.493500000000e+00
  3.333117004909e-05 -7.493250000000e+00  7.493250000000e+00
  3.334461864367e-05 -7.493000000000e+00  7.493000000000e+00
  3.335807267083e-05 -7.492750000000e+00  7.492750000000e+00
  3.337153213277e-05 -7.492500000000e+00  7.492500000000e+00
  3.338499703169e-05 -7.492250000000e+00  7.492250000000e+00
  3.339846736980e-05 -7.492000000000e+00  7.492000000000e+00
  3.341194314930e-05 -7.491750000000e+00  7.491750000000e+00
  3.342542437238e-05 -7.491500000000e+00  7.491500000000e+00
  3.343891104126e-05 -7.491250000000e+00  7.491250000000e+00
  3.345240315814e-05 -7.491000000000e+00  7.491000000000e+00
  3.346590072523e-05 -7.490750000000e+00  7.490750000000e+00
  3.347940374472e-05 -7.490500000000e+00  7.490500000000e+00
  3.349291221884e-05 -7.490250000000e+00  7.490250000000e+00
  3.350642614978e-05 -7.490000000000e+00  7.490000000000e+00
  3.351994553976e-05 -7.489750000000e+00  7.489750000000e+00
  3.353347039099e-05 -7.489500000000e+00  7.489500000000e+00
  3.354700070567e-05 -7.489250000000e+00  7.489250000000e+00
  3.356053648603e-05 -7.489000000000e+00  7.489000000000e+00
  3.357407773427e-05 -7.488750000000e+00  7.488750000000e+00
  3.358762445260e-05 -7.488500000000e+00  7.488500000000e+00
  3.360117664325e-05 -7.488250000000e+00  7.488250000000e+00
  3.361473430843e-05 -7.488000000000e+00  7.488000000000e+00
  3.362829745036e-05 -7.487750000000e+00  7.487750000000e+00
  3.364186607124e-05 -7.487500000000e+00  7.487500000000e+00
  3.365544017331e-05 -7.487250000000e+00  7.487250000000e+00
  3.366901975877e-05 -7.487000000000e+00  7.487000000000e+00
  3.368260482986e-05 -7.486750000000e+00  7.486750000000e+00
  3.369619538879e-05 -7.486500000000e+00  7.486500000000e+00
  3.370979143778e-05 -7.486250000000e+00  7.486250000000e+00
  3.372339297906e-05 -7.486000000000e+00  7.486000000000e+00
  3.373700001485e-05 -7.485750000000e+00  7.485750000000e+00
  3.375061254738e-05 -7.485500000000e+00  7.485500000000e+00
  3.376423057886e-05 -7.485250000000e+00  7.485250000000e+00
  3.377785411154e-05 -7.485000000000e+00  7.485000000000e+00
  3.379148314762e-05 -7.484750000000e+00  7.484750000000e+00
  3.380511768936e-05 -7.484500000000e+00  7.484500000000e+00
  3.381875773896e-05 -7.484250000000e+00  7.484250000000e+00
  3.383240329867e-05 -7.484000000000e+00  7.484000000000e+00
  3.384605437071e-05 -7.483750000000e+00  7.483750000000e+00
  3.385971095732e-05 -7.483500000000e+00  7.483500000000e+00
  3.387337306072e-05 -7.483250000000e+00  7.483250000000e+00
  3.388704068316e-05 -7.483000000000e+00  7.483000000000e+00
  3.390071382687e-05 -7.482750000000e+00  7.482750000000e+00
  3.391439249407e-05 -7.482500000000e+00  7.482500000000e+00
  3.392807668702e-05 -7.482250000000e+00  7.482250000000e+00
  3.394176640795e-05 -7.482000000000e+00  7.482000000000e+00
  3.395546165909e-05 -7.481750000000e+00  7.481750000000e+00
  3.396916244269e-05 -7.481500000000e+00  7.481500000000e+00
  3.398286876098e-05 -7.481250000000e+00  7.481250000000e+00
  3.399658061620e-05 -7.481000000000e+00  7.481000000000e+00
