                 <x>                   𝜇                  -𝜇
  4.191556909911e-94 -7.500000000000e+00  7.500000000000e+00
  4.242532090580e-94 -7.499750000000e+00  7.499750000000e+00
  4.294127200574e-94 -7.499500000000e+00  7.499500000000e+00
  4.346349779098e-94 -7.499250000000e+00  7.499250000000e+00
  4.399207457045e-94 -7.499000000000e+00  7.499000000000e+00
  4.452707958110e-94 -7.498750000000e+00  7.498750000000e+00
  4.506859099920e-94 -7.498500000000e+00  7.498500000000e+00
  4.561668795173e-94 -7.498250000000e+00  7.498250000000e+00
  4.617145052799e-94 -7.498000000000e+00  7.498000000000e+00
  4.673295979126e-94 -7.497750000000e+00  7.497750000000e+00
  4.730129779066e-94 -7.497500000000e+00  7.497500000000e+00
  4.787654757316e-94 -7.497250000000e+00  7.497250000000e+00
  4.845879319569e-94 -7.497000000000e+00  7.497000000000e+00
  4.904811973741e-94 -7.496750000000e+00  7.496750000000e+00
  4.964461331219e-94 -7.496500000000e+00  7.496500000000e+00
  5.024836108116e-94 -7.496250000000e+00  7.496250000000e+00
  5.085945126542e-94 -7.496000000000e+00  7.496000000000e+00
  5.147797315901e-94 -7.495750000000e+00  7.495750000000e+00
  5.210401714187e-94 -7.495500000000e+00  7.495500000000e+00
  5.273767469310e-94 -7.495250000000e+00  7.495250000000e+00
  5.337903840433e-94 -7.495000000000e+00  7.495000000000e+00
  5.402820199321e-94 -7.494750000000e+00  7.494750000000e+00
  5.468526031712e-94 -7.494500000000e+00  7.494500000000e+00
  5.535030938708e-94 -7.494250000000e+00  7.494250000000e+00
  5.602344638170e-94 -7.494000000000e+00  7.494000000000e+00
  5.670476966142e-94 -7.493750000000e+00  7.493750000000e+00
  5.739437878291e-94 -7.493500000000e+00  7.493500000000e+00
  5.809237451355e-94 -7.493250000000e+00  7.493250000000e+00
  5.879885884621e-94 -7.493000000000e+00  7.493000000000e+00
  5.951393501415e-94 -7.492750000000e+00  7.492750000000e+00
  6.023770750606e-94 -7.492500000000e+00  7.492500000000e+00
  6.097028208138e-94 -7.492250000000e+00  7.492250000000e+00
  6.171176578573e-94 -7.492000000000e+00  7.492000000000e+00
  6.246226696655e-94 -7.491750000000e+00  7.491750000000e+00
  6.322189528893e-94 -7.491500000000e+00  7.491500000000e+00
  6.399076175164e-94 -7.491250000000e+00  7.491250000000e+00
  6.476897870338e-94 -7.491000000000e+00  7.491000000000e+00
  6.555665985912e-94 -7.490750000000e+00  7.490750000000e+00
  6.635392031680e-94 -7.490500000000e+00  7.490500000000e+00
  6.716087657409e-94 -7.490250000000e+00  7.490250000000e+00
  6.797764654545e-94 -7.490000000000e+00  7.490000000000e+00
  6.880434957934e-94 -7.489750000000e+00  7.489750000000e+00
  6.964110647564e-94 -7.489500000000e+00  7.489500000000e+00
  7.048803950337e-94 -7.489250000000e+00  7.489250000000e+00
  7.134527241848e-94 -7.489000000000e+00  7.489000000000e+00
  7.221293048195e-94 -7.488750000000e+00  7.488750000000e+00
  7.309114047817e-94 -7.488500000000e+00  7.488500000000e+00
  7.398003073333e-94 -7.488250000000e+00  7.488250000000e+00
  7.487973113430e-94 -7.488000000000e+00  7.488000000000e+00
  7.579037314754e-94 -7.487750000000e+00  7.487750000000e+00
  7.671208983831e-94 -7.487500000000e+00  7.487500000000e+00
  7.764501589015e-94 -7.487250000000e+00  7.487250000000e+00
  7.858928762452e-94 -7.487000000000e+00  7.487000000000e+00
  7.954504302077e-94 -7.486750000000e+00  7.486750000000e+00
  8.051242173624e-94 -7.486500000000e+00  7.486500000000e+00
  8.149156512671e-94 -7.486250000000e+00  7.486250000000e+00
  8.248261626705e-94 -7.486000000000e+00  7.486000000000e+00
  8.348571997210e-94 -7.485750000000e+00  7.485750000000e+00
  8.450102281788e-94 -7.485500000000e+00  7.485500000000e+00
  8.552867316295e-94 -7.485250000000e+00  7.485250000000e+00
  8.656882117014e-94 -7.485000000000e+00  7.485000000000e+00
  8.762161882847e-94 -7.484750000000e+00  7.484750000000e+00
  8.868721997532e-94 -7.484500000000e+00  7.484500000000e+00
  8.976578031899e-94 -7.484250000000e+00  7.484250000000e+00
  9.085745746141e-94 -7.484000000000e+00  7.484000000000e+00
  9.196241092113e-94 -7.483750000000e+00  7.483750000000e+00
  9.308080215671e-94 -7.483500000000e+00  7.483500000000e+00
  9.421279459025e-94 -7.483250000000e+00  7.483250000000e+00
  9.535855363130e-94 -7.483000000000e+00  7.483000000000e+00
  9.651824670100e-94 -7.482750000000e+00  7.482750000000e+00
  9.769204325661e-94 -7.482500000000e+00  7.482500000000e+00
  9.888011481616e-94 -7.482250000000e+00  7.482250000000e+00
  1.000826349837e-93 -7.482000000000e+00  7.482000000000e+00
  1.012997794743e-93 -7.481750000000e+00  7.481750000000e+00
